region,BMI < 17 kg/m²_Men,BMI < 17 kg/m²_Women,BMI < 17 kg/m²_Both,BMI < 18.5 kg/m²_Men,BMI < 18.5 kg/m²_Women,BMI < 18.5 kg/m²_Both
Global,"  804,000 (558,000 to 1,050,000)","  593,000 (417,000 to 770,000)","1,400,000 (1,070,000 to 1,730,000)","1,350,000 (1,020,000 to 1,670,000)","  925,000 (702,000 to 1,150,000)","2,270,000 (1,840,000 to 2,710,000)"
