g_whoregion,Sex,variable,mid,tv,value,lo,hi,region
Global,Both,BMI < 17 kg/m²,0.664069938702881,0.000392907404203066,0.335930061297119,0.297079152890925,0.374780969703314,Global
Global,Both,BMI < 18.5 kg/m²,0.599179135179405,0.000482915647323971,0.400820864820595,0.357749194888263,0.443892534752927,Global
Global,Men,BMI < 17 kg/m²,0.656196402648192,0.000444656506339153,0.343803597351808,0.302473312635241,0.385133882068375,Global
Global,Men,BMI < 18.5 kg/m²,0.590824383530375,0.000531500157091548,0.409175616469625,0.363989213608998,0.454362019330253,Global
Global,Women,BMI < 17 kg/m²,0.677987808591163,0.000817164054149156,0.322012191408837,0.265983471715992,0.378040911101682,Global
Global,Women,BMI < 18.5 kg/m²,0.613945161743581,0.000923266969144515,0.386054838256419,0.326499633709162,0.445610042803676,Global
