region,BMI < 17 kg/m²_Men,BMI < 17 kg/m²_Women,BMI < 17 kg/m²_Both,BMI < 18.5 kg/m²_Men,BMI < 18.5 kg/m²_Women,BMI < 18.5 kg/m²_Both
Global,"  490,000 (300,000 to 680,000)","  373,000 (231,000 to 515,000)","  863,000 (607,000 to 1,120,000)","  964,000 (687,000 to 1,240,000)","  670,000 (476,000 to 864,000)","1,630,000 (1,260,000 to 2,010,000)"
