region,BMI < 17 kg/m²_Men,BMI < 17 kg/m²_Women,BMI < 17 kg/m²_Both,BMI < 18.5 kg/m²_Men,BMI < 18.5 kg/m²_Women,BMI < 18.5 kg/m²_Both
Global,"  889,000 (630,000 to 1,150,000)","  625,000 (440,000 to 809,000)","1,510,000 (1,170,000 to 1,860,000)","1,400,000 (1,060,000 to 1,730,000)","  907,000 (682,000 to 1,130,000)","2,300,000 (1,860,000 to 2,750,000)"
