region,BMI < 17 kg/m²_Men,BMI < 17 kg/m²_Women,BMI < 17 kg/m²_Both,BMI < 18.5 kg/m²_Men,BMI < 18.5 kg/m²_Women,BMI < 18.5 kg/m²_Both
Global,"  613,000 (398,000 to 828,000)","  430,000 (278,000 to 583,000)","1,040,000 (756,000 to 1,330,000)","  917,000 (648,000 to 1,190,000)","  595,000 (415,000 to 775,000)","1,510,000 (1,160,000 to 1,870,000)"
