region,BMI < 17 kg/m²_Men,BMI < 17 kg/m²_Women,BMI < 17 kg/m²_Both,BMI < 18.5 kg/m²_Men,BMI < 18.5 kg/m²_Women,BMI < 18.5 kg/m²_Both
Global,"1,220,000 (911,000 to 1,520,000)","  455,000 (264,000 to 647,000)","1,670,000 (1,310,000 to 2,040,000)","1,470,000 (1,140,000 to 1,810,000)","  625,000 (415,000 to 836,000)","2,100,000 (1,690,000 to 2,500,000)"
