g_whoregion,Sex,variable,mid,tv,value,lo,hi,region
Global,Both,BMI < 17 kg/m²,0.891237574954842,7.79268625862124e-05,0.108762425045158,0.0914602912082233,0.126064558882092,Global
Global,Both,BMI < 18.5 kg/m²,0.842341443787245,0.000135674840902768,0.157658556212755,0.134828565656207,0.180488546769303,Global
Global,Men,BMI < 17 kg/m²,0.897602125671534,7.15519195830243e-05,0.102397874328466,0.0858185542498212,0.11897719440711,Global
Global,Men,BMI < 18.5 kg/m²,0.846744661195432,0.000129295361553734,0.153255338804568,0.13096854762807,0.175542129981066,Global
Global,Women,BMI < 17 kg/m²,0.880676070899143,0.000103003712277869,0.119323929100857,0.099431743170531,0.139216115031183,Global
Global,Women,BMI < 18.5 kg/m²,0.835034628179237,0.000162683731567103,0.164965371820763,0.139966055366344,0.189964688275182,Global
