region,BMI < 17 kg/m²_Men,BMI < 17 kg/m²_Women,BMI < 17 kg/m²_Both,BMI < 18.5 kg/m²_Men,BMI < 18.5 kg/m²_Women,BMI < 18.5 kg/m²_Both
Global,"  314,000 (164,000 to 463,000)","  243,000 (131,000 to 355,000)","  556,000 (357,000 to 756,000)","  633,000 (413,000 to 854,000)","  448,000 (291,000 to 604,000)","1,080,000 (785,000 to 1,380,000)"
