region,BMI < 17 kg/m²_Men,BMI < 17 kg/m²_Women,BMI < 17 kg/m²_Both,BMI < 18.5 kg/m²_Men,BMI < 18.5 kg/m²_Women,BMI < 18.5 kg/m²_Both
Global,"  711,000 (479,000 to 942,000)","  510,000 (344,000 to 677,000)","1,220,000 (912,000 to 1,530,000)","1,190,000 (884,000 to 1,500,000)","  795,000 (584,000 to 1,010,000)","1,990,000 (1,570,000 to 2,400,000)"
